timestamp,filter_name,location,filter_class,filter_age_days,load_factor,pressure_drop_pa,efficiency,inlet_pm25,outlet_pm25,inlet_pm10,outlet_pm10,replacement_needed,hour
2021-08-20 09:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,50.75,0.5300122341960232,108.5,0.872,78.8,10.1,90.1,11.5,0,9
2021-12-10 01:00:00,AHU_Filter_Office,Office HVAC,HEPA,1.0,0.3918022827886763,74.9,0.992,53.9,1.0,94.7,2.0,0,1
2022-01-15 01:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,11.21,0.2505669434919421,109.7,0.978,46.7,1.0,74.5,2.0,0,1
2022-08-02 15:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,18.21,0.249020866077822,66.0,0.876,45.9,5.7,68.1,8.5,0,15
2023-06-11 01:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,42.46,0.5753103393699535,108.2,0.882,69.8,8.3,100.0,11.8,0,1
2021-08-23 19:00:00,AHU_Filter_Office,Office HVAC,HEPA,13.58,0.3293636401942727,99.7,0.969,66.6,2.0,87.7,2.7,0,19
2022-07-14 05:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,2.13,0.2,21.7,0.879,65.2,7.9,84.4,10.2,0,5
2023-03-13 22:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,6.08,0.2,22.5,0.873,47.1,6.0,97.5,12.4,0,22
2021-09-20 05:00:00,AHU_Filter_Office,Office HVAC,HEPA,18.5,0.3252368646537535,114.2,0.962,71.5,2.7,106.3,4.0,0,5
2022-07-24 01:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,13.25,0.3005667585155549,121.6,0.969,63.7,2.0,82.2,2.6,0,1
2022-01-06 03:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,9.92,0.3077317241911398,72.5,0.922,69.0,5.4,84.8,6.6,0,3
2022-11-28 14:00:00,AHU_Filter_Office,Office HVAC,HEPA,0.38,0.2933743098322504,92.0,0.985,38.1,1.0,74.6,2.0,0,14
2022-05-31 16:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,38.33,0.4362629339304413,88.4,0.884,63.2,7.3,82.7,9.6,0,16
2021-05-03 22:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,29.58,0.3522003319103561,79.9,0.892,53.1,5.7,103.3,11.1,0,22
2023-01-28 09:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,16.71,0.2439415921276273,100.0,0.964,47.1,1.7,67.6,2.4,0,9
2022-04-27 13:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,32.17,0.4506326461831904,91.4,0.894,82.7,8.8,85.0,9.0,0,13
2021-04-26 21:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,27.92,0.5775734979656125,72.3,0.899,55.0,5.6,108.8,11.0,0,21
2021-10-30 22:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,29.54,0.5586347094434183,68.4,0.863,83.0,11.4,111.5,15.3,0,22
2023-02-03 13:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,18.12,0.2319457302664078,118.0,0.97,64.2,2.0,63.4,2.0,0,13
2022-05-30 10:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,5.0,0.3476435596238784,36.6,0.898,63.3,6.4,96.0,9.8,0,10
2023-04-30 07:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,34.04,0.5054610050721409,153.0,0.945,56.7,3.1,88.2,4.9,0,7
2021-09-22 21:00:00,AHU_Filter_Office,Office HVAC,HEPA,18.96,0.3269367523374029,116.3,0.964,55.9,2.0,102.7,3.7,0,21
2023-02-03 23:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,18.25,0.3584418171395136,116.0,0.964,76.5,2.7,87.4,3.1,0,23
2022-10-15 10:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,33.88,0.488553351411533,88.0,0.857,80.4,11.5,82.0,11.7,0,10
2022-04-03 01:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,12.67,0.2107120393611946,33.7,0.855,41.5,6.0,71.6,10.4,0,1
2022-08-22 16:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,11.37,0.3919255110603735,27.8,0.865,70.4,9.5,68.1,9.2,0,16
2022-06-28 01:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,43.58,0.4659575721058077,116.1,0.882,73.3,8.7,77.5,9.1,0,1
2023-02-08 05:00:00,AHU_Filter_Office,Office HVAC,HEPA,14.0,0.2693198031951861,121.6,0.972,47.7,1.4,78.6,2.2,0,5
2022-05-28 06:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,7.88,0.2,39.0,0.863,65.2,9.0,57.4,7.9,0,6
2021-02-13 20:00:00,AHU_Filter_Office,Office HVAC,HEPA,10.83,0.2365313429649265,113.7,0.975,65.7,1.6,71.9,2.0,0,20
2022-05-31 18:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,38.38,0.4469264228911435,95.4,0.884,70.7,8.2,91.1,10.6,0,18
2021-04-25 15:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,27.79,0.3729295953966906,88.8,0.898,67.3,6.9,90.4,9.2,0,15
2023-02-15 22:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,0.92,0.2,12.9,0.881,36.4,4.3,55.5,6.6,0,22
2021-07-03 09:00:00,AHU_Filter_Office,Office HVAC,HEPA,3.21,0.3170705481351001,86.8,0.988,57.8,1.0,63.2,2.0,0,9
2022-04-06 10:00:00,AHU_Filter_Office,Office HVAC,HEPA,22.92,0.3180386166742907,118.5,0.958,67.4,2.8,78.7,3.3,0,10
2022-09-08 07:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,22.13,0.3857799409449967,111.1,0.966,51.2,1.7,108.1,3.7,0,7
2022-12-14 16:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,6.46,0.2537040904893972,59.8,0.927,66.3,4.8,67.6,4.9,0,16
2022-02-16 17:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,18.12,0.4025509725002854,67.3,0.907,64.7,6.0,90.7,8.5,0,17
2023-06-07 04:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,41.54,0.5229722138658531,108.3,0.888,76.1,8.5,108.0,12.0,0,4
2022-03-10 07:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,7.67,0.3639773241667478,35.4,0.869,49.2,6.5,88.5,11.6,0,7
2022-02-16 07:00:00,AHU_Filter_Office,Office HVAC,HEPA,14.17,0.3271276982132678,115.0,0.976,50.6,1.2,66.3,2.0,0,7
2021-08-17 01:00:00,AHU_Filter_Office,Office HVAC,HEPA,11.92,0.4463933703251556,117.1,0.98,50.4,1.0,99.3,2.0,0,1
2022-03-04 08:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,21.25,0.3101333119955778,115.4,0.967,59.2,1.9,100.3,3.3,0,8
2021-02-15 07:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,8.88,0.3741830930388464,17.7,0.867,45.1,6.0,81.6,10.9,0,7
2022-05-14 11:00:00,AHU_Filter_Office,Office HVAC,HEPA,30.25,0.5871385443087689,134.7,0.954,50.8,2.3,95.4,4.4,0,11
2022-03-29 08:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,25.79,0.3397840229892006,132.9,0.96,74.8,3.0,72.8,2.9,0,8
2021-09-11 03:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,19.33,0.4667199753520168,56.2,0.871,60.8,7.8,89.9,11.6,0,3
2021-08-08 21:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,13.83,0.4082137126341583,49.6,0.878,63.6,7.8,84.3,10.3,0,21
2021-11-12 18:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,0.04,0.2846305620526682,56.2,0.934,47.1,3.1,72.0,4.7,0,18
2023-04-09 09:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,34.29,0.6266803919020908,97.1,0.852,70.4,10.4,96.7,14.4,0,9
2021-06-15 19:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,1.83,0.2,28.1,0.899,60.8,6.1,80.3,8.1,0,19
2021-05-12 21:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,32.63,0.5985175745040465,153.8,0.945,54.2,3.0,105.2,5.8,0,21
2023-03-01 12:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,22.38,0.3690923853949295,63.2,0.908,67.3,6.2,91.8,8.4,0,12
2022-03-07 08:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,6.96,0.3663499113736165,42.4,0.869,68.4,8.9,62.6,8.2,0,8
2021-03-30 03:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,22.0,0.505895859595047,88.8,0.901,48.4,4.8,104.7,10.4,0,3
2023-04-06 20:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,10.87,0.2205981624922989,35.2,0.865,43.8,5.9,65.9,8.9,0,20
2022-07-21 04:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,3.71,0.2,16.3,0.869,38.4,5.0,69.6,9.1,0,4
2021-10-17 04:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,25.96,0.3293821851110158,54.4,0.866,50.6,6.8,98.0,13.1,0,4
2023-02-24 13:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,2.75,0.3981878091181931,10.9,0.88,45.3,5.4,60.3,7.3,0,13
2023-03-17 07:00:00,AHU_Filter_Office,Office HVAC,HEPA,21.75,0.2584476228717612,119.7,0.962,51.5,1.9,101.4,3.8,0,7
2022-09-30 13:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,27.25,0.5668137626046087,132.2,0.952,53.1,2.5,79.5,3.8,0,13
2022-04-15 18:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,30.04,0.4448430573102047,88.0,0.894,69.8,7.4,99.6,10.5,0,18
2023-05-02 08:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,4.75,0.2,31.9,0.89,53.8,5.9,94.0,10.3,0,8
2021-04-21 04:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,6.79,0.2302362255558049,12.2,0.871,67.6,8.7,72.5,9.4,0,4
2021-01-09 07:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,6.04,0.2,58.2,0.92,68.9,5.5,97.5,7.8,0,7
2021-10-27 15:00:00,AHU_Filter_Office,Office HVAC,HEPA,26.67,0.4623924063276382,123.4,0.956,60.0,2.6,77.9,3.4,0,15
2022-07-15 13:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,14.67,0.3367478762092636,37.9,0.883,46.4,5.4,79.5,9.3,0,13
2022-03-09 16:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,22.13,0.5139541480959763,112.0,0.96,56.7,2.3,87.0,3.5,0,16
2022-10-15 09:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,30.21,0.4469539121213724,141.1,0.954,69.9,3.2,87.6,4.0,0,9
2022-06-20 16:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,12.87,0.3883918187026994,36.5,0.857,69.5,9.9,76.2,10.9,0,16
2021-06-04 08:00:00,AHU_Filter_Office,Office HVAC,HEPA,32.88,0.5662127299258644,147.1,0.952,57.0,2.8,85.6,4.1,0,8
2022-05-27 05:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,4.29,0.2,29.9,0.892,46.1,5.0,67.7,7.3,0,5
2021-03-24 00:00:00,AHU_Filter_Office,Office HVAC,HEPA,18.42,0.4326719467630458,105.6,0.969,64.3,2.0,89.4,2.8,0,0
2021-07-29 02:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,10.08,0.4258413611685553,40.0,0.866,47.3,6.3,74.5,9.9,0,2
2021-03-30 15:00:00,AHU_Filter_Office,Office HVAC,HEPA,19.88,0.4994787294625071,108.2,0.967,48.9,1.6,63.8,2.1,0,15
2021-06-30 02:00:00,AHU_Filter_Office,Office HVAC,HEPA,2.5,0.2,92.4,0.99,69.4,1.0,82.6,2.0,0,2
2023-05-15 12:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,7.42,0.4446635744654139,24.2,0.887,72.1,8.1,59.3,6.7,0,12
2022-11-23 18:00:00,AHU_Filter_Office,Office HVAC,HEPA,34.38,0.4894779899498563,155.1,0.951,57.6,2.8,95.6,4.7,0,18
2021-12-24 14:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,6.58,0.2844592489645492,30.7,0.888,44.0,4.9,74.8,8.4,0,14
2021-02-24 15:00:00,AHU_Filter_Office,Office HVAC,HEPA,13.04,0.2559792545078976,101.2,0.97,73.0,2.2,76.9,2.3,0,15
2021-09-30 21:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,23.13,0.4911713906738981,61.3,0.867,75.3,10.0,105.3,14.0,0,21
2023-03-22 01:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,30.75,0.3597424422104938,63.7,0.858,69.4,9.9,102.8,14.6,0,1
2022-12-19 07:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,12.37,0.2831557067283297,53.6,0.884,51.4,6.0,71.5,8.3,0,7
2023-05-15 19:00:00,AHU_Filter_Office,Office HVAC,HEPA,33.83,0.571522503680846,154.9,0.943,83.2,4.8,99.9,5.7,0,19
2022-10-13 06:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,33.42,0.5522492592984224,85.4,0.86,64.2,9.0,96.7,13.5,0,6
2023-04-10 15:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,0.29,0.3722405102825057,19.9,0.9,64.1,6.4,62.0,6.2,0,15
2023-05-12 12:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,0.25,0.2536300620651169,86.4,0.987,58.1,1.0,73.0,2.0,0,12
2022-07-13 10:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,14.21,0.2458952087180613,60.0,0.882,48.2,5.7,89.0,10.5,0,10
2021-09-13 23:00:00,AHU_Filter_Office,Office HVAC,HEPA,17.25,0.3360664962832292,116.3,0.963,54.3,2.0,100.8,3.7,0,23
2021-12-16 19:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,4.79,0.3157264704127333,88.1,0.989,38.3,1.0,90.8,2.0,0,19
2021-11-25 16:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,1.08,0.2,36.6,0.898,57.0,5.8,78.4,8.0,0,16
2022-12-20 01:00:00,AHU_Filter_Office,Office HVAC,HEPA,5.33,0.2711924780590709,78.0,0.988,53.6,1.0,58.1,2.0,0,1
2022-05-19 09:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,2.46,0.2,36.8,0.901,47.0,4.7,91.2,9.0,0,9
2022-02-02 13:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,16.21,0.2933346365294362,47.2,0.854,52.7,7.7,101.3,14.8,0,13
2022-10-02 11:00:00,AHU_Filter_Office,Office HVAC,HEPA,22.88,0.3347022565013481,122.3,0.959,58.5,2.4,76.5,3.2,0,11
2023-04-09 11:00:00,AHU_Filter_Office,Office HVAC,HEPA,25.96,0.5568850399560704,126.1,0.959,70.0,2.9,74.2,3.1,0,11
2022-08-27 22:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,12.46,0.2196573373082039,36.6,0.859,76.1,10.7,81.6,11.5,0,22
2023-03-06 20:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,27.83,0.5237018267352112,59.8,0.859,59.1,8.3,73.1,10.3,0,20
2021-06-20 21:00:00,AHU_Filter_Office,Office HVAC,HEPA,0.46,0.3088273595858389,94.6,0.988,61.4,1.0,90.1,2.0,0,21
2022-01-14 21:00:00,AHU_Filter_Office,Office HVAC,HEPA,8.0,0.3278509121918651,83.2,0.978,54.7,1.2,88.7,2.0,0,21
2022-10-02 21:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,4.62,0.3467338319649463,10.0,0.872,53.0,6.8,70.6,9.0,0,21
2021-10-14 21:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,25.42,0.4636243215758769,67.5,0.865,54.6,7.4,69.8,9.4,0,21
2021-11-22 14:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,1.75,0.2078385764804066,41.7,0.928,45.6,3.3,56.3,4.0,0,14
2022-02-24 05:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,19.08,0.416603137225322,47.2,0.877,78.7,9.7,68.9,8.5,0,5
2023-02-24 11:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,20.96,0.3311084937430101,64.9,0.907,53.2,4.9,84.8,7.9,0,11
2022-04-02 13:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,27.33,0.3363103090046677,74.5,0.859,63.7,9.0,110.0,15.6,0,13
2022-05-08 12:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,0.46,0.2784607782878686,36.9,0.902,35.9,3.5,86.8,8.5,0,12
2023-05-07 07:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,5.96,0.2560000512926527,39.5,0.889,44.2,4.9,60.0,6.7,0,7
2021-12-01 21:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,2.38,0.2,22.7,0.898,61.4,6.3,55.3,5.6,0,21
2021-02-05 16:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,7.33,0.2,31.2,0.868,39.6,5.2,72.2,9.6,0,16
2022-07-30 20:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,49.12,0.5593724972888353,119.6,0.876,60.0,7.4,95.1,11.8,0,20
2021-05-25 07:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,33.71,0.4801864333012619,96.0,0.894,81.6,8.6,106.4,11.2,0,7
2022-02-05 14:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,15.62,0.2363116124173855,41.4,0.876,62.5,7.7,98.7,12.2,0,14
2021-05-22 02:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,12.5,0.360596567759027,53.7,0.858,69.4,9.8,78.0,11.1,0,2
2023-05-04 02:00:00,AHU_Filter_Office,Office HVAC,HEPA,31.17,0.4266703667465121,157.3,0.948,55.1,2.9,70.7,3.7,0,2
2022-05-04 16:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,34.46,0.4587834194157408,91.9,0.85,85.1,12.8,103.9,15.6,0,16
2022-05-07 20:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,33.04,0.5338908804333427,148.2,0.952,72.6,3.5,83.2,4.0,0,20
2022-05-31 22:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,5.33,0.2,44.8,0.895,45.1,4.7,95.8,10.1,0,22
2021-06-28 18:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,4.21,0.2,10.0,0.875,54.4,6.8,80.7,10.1,0,18
2021-06-22 20:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,3.5,0.2,28.0,0.893,52.6,5.6,87.1,9.3,0,20
2021-11-05 11:00:00,AHU_Filter_Office,Office HVAC,HEPA,28.33,0.5144882533330932,136.5,0.952,82.0,3.9,78.2,3.7,0,11
2023-01-19 17:00:00,AHU_Filter_Office,Office HVAC,HEPA,10.67,0.3258245815031455,95.8,0.973,43.8,1.2,68.1,2.0,0,17
2022-10-28 14:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,8.96,0.3997504314421125,34.9,0.869,47.0,6.1,93.7,12.3,0,14
2021-06-03 14:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,15.04,0.4948424455352633,60.7,0.851,53.3,7.9,71.3,10.6,0,14
2021-05-13 16:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,11.04,0.358756486546669,41.7,0.864,45.8,6.2,101.5,13.8,0,16
2023-02-17 20:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,1.46,0.3985726194866573,15.3,0.881,65.1,7.7,76.3,9.1,0,20
2022-12-17 08:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,11.96,0.4564830061220039,47.1,0.882,62.6,7.4,91.9,10.8,0,8
2022-09-12 01:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,23.0,0.3324831361727269,113.1,0.966,59.5,2.0,89.1,3.0,0,1
2022-05-08 08:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,34.25,0.4424118719578258,105.9,0.888,61.6,6.9,116.8,13.1,0,8
2023-05-23 00:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,5.38,0.3582824034170636,16.1,0.874,38.0,4.8,62.3,7.8,0,0
2022-01-06 07:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,9.33,0.3179084042545673,109.1,0.98,62.6,1.3,95.9,2.0,0,7
2021-06-29 00:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,7.29,0.2641140268894986,94.1,0.985,69.7,1.0,92.1,2.0,0,0
